"tree_id","date","values","budburst","budburst_perc"
"mof_cst_00001",2021-03-24,0.418548774627583,FALSE,0
"mof_cst_00001",2021-03-24,0.51380042462845,FALSE,0
"mof_cst_00001",2021-03-24,0.436532507739938,FALSE,0
"mof_cst_00001",2021-03-24,0.425522041763341,FALSE,0
"mof_cst_00001",2021-03-24,0.526232114467409,FALSE,0
"mof_cst_00001",2021-03-24,0.418060200668896,FALSE,0
"mof_cst_00001",2021-03-24,0.441666666666667,FALSE,0
"mof_cst_00001",2021-03-24,0.427516158818098,FALSE,0
"mof_cst_00001",2021-03-24,0.566720691518098,FALSE,0
"mof_cst_00001",2021-03-24,0.567654986522911,FALSE,0
"mof_cst_00001",2021-03-24,0.530526315789474,FALSE,0
"mof_cst_00001",2021-03-24,0.549071618037135,FALSE,0
"mof_cst_00001",2021-03-24,0.529721199368753,FALSE,0
"mof_cst_00001",2021-03-24,0.566720691518098,FALSE,0
"mof_cst_00001",2021-03-24,0.567654986522911,FALSE,0
"mof_cst_00001",2021-03-24,0.433414043583535,FALSE,0
"mof_cst_00001",2021-03-24,0.530526315789474,FALSE,0
"mof_cst_00001",2021-03-24,0.549071618037135,FALSE,0
"mof_cst_00001",2021-03-24,0.437384898710866,FALSE,0
"mof_cst_00001",2021-03-24,0.520591341077085,FALSE,0
"mof_cst_00001",2021-03-24,0.529721199368753,FALSE,0
"mof_cst_00001",2021-03-24,0.526232114467409,FALSE,0
"mof_cst_00001",2021-03-24,0.51380042462845,FALSE,0
"mof_cst_00001",2021-03-24,0.453894359892569,FALSE,0
"mof_cst_00001",2021-03-24,0.436532507739938,FALSE,0
"mof_cst_00001",2021-03-24,0.437384898710866,FALSE,0
"mof_cst_00001",2021-03-24,0.427516158818098,FALSE,0
"mof_cst_00001",2021-03-24,0.425522041763341,FALSE,0
"mof_cst_00001",2021-03-24,0.453894359892569,FALSE,0
"mof_cst_00001",2021-03-24,0.418548774627583,FALSE,0
"mof_cst_00001",2021-03-24,0.418060200668896,FALSE,0
"mof_cst_00001",2021-03-24,0.544250132485427,FALSE,0
"mof_cst_00001",2021-03-24,0.433414043583535,FALSE,0
"mof_cst_00001",2021-03-24,0.544250132485427,FALSE,0
"mof_cst_00001",2021-03-24,0.520591341077085,FALSE,0
"mof_cst_00001",2021-03-24,0.441666666666667,FALSE,0
"mof_cst_00001",2021-03-30,0.519011406844107,FALSE,0
"mof_cst_00001",2021-03-30,0.518002880460874,FALSE,0
