"datetime","temp_in_degrees_c","magnitude_in_kohm","battery_in_percent","solar_in_percent"
2021-05-12 09:41:05,16,12.202,100,35
2021-05-12 09:56:24,16,12.261,100,36
2021-05-12 10:11:43,15.7,12.287,100,17
2021-05-12 10:27:03,16.2,12.155,100,34
2021-05-12 10:42:22,16.7,12.072,100,27
2021-05-12 10:57:41,17.9,11.874,100,22
2021-05-12 11:13:00,17.5,11.808,100,40
2021-05-12 11:28:20,17.4,11.8,100,25
2021-05-12 11:43:39,17.3,11.764,100,28
2021-05-12 11:58:58,17.3,11.811,100,25
2021-05-12 12:14:17,17,11.846,100,15
2021-05-12 12:29:37,16.7,11.947,100,20
2021-05-12 12:44:56,16.2,12.07,100,17
2021-05-12 13:00:15,16,12.193,100,15
2021-05-12 13:30:53,15.6,12.256,100,15
2021-05-12 13:46:13,15.7,12.254,100,19
2021-05-12 14:01:32,15.7,12.283,100,16
2021-05-12 14:16:51,15.7,12.311,100,21
2021-05-12 14:32:10,15.9,12.218,100,15
2021-05-12 14:47:29,16.3,12.162,100,23
2021-05-12 15:02:49,16.5,12.134,100,15
2021-05-12 15:18:08,16.4,12.122,100,15
2021-05-12 15:33:27,16.6,12.104,100,25
2021-05-12 15:48:46,16.5,12.073,100,13
2021-05-12 16:04:06,16.6,12.093,100,13
2021-05-12 16:19:25,16.6,12.066,100,22
2021-05-13 13:02:46,19.8,11.221,100,42
2021-05-13 13:33:25,21.7,10.957,100,41
2021-05-13 13:33:47,21.7,10.957,100,41
2021-05-13 13:48:45,21.4,10.953,100,24
2021-05-13 14:04:04,19.2,11.17,100,24
2021-05-13 14:19:23,18.6,11.221,100,22
2021-05-13 14:34:42,17.8,11.35,100,15
2021-05-13 14:50:02,17.4,11.408,100,15
2021-05-13 15:05:22,16.8,11.536,100,17
2021-05-13 15:20:41,16.6,11.574,100,17
2021-05-13 15:36:00,16.7,11.592,100,21
2021-05-13 15:51:19,16.8,11.601,100,26
2021-05-13 16:06:38,17.1,11.578,100,26
