"datetime","temp_in_degrees_c","magnitude_in_kohm","battery_in_percent","solar_in_percent"
2021-05-14 06:43:29,10.3,18.908,100,9
2021-05-14 06:58:48,10.4,18.882,100,11
2021-05-14 07:14:08,10.5,18.785,100,14
2021-05-14 07:29:28,10.7,18.598,100,14
2021-05-14 07:44:47,11.5,18.349,100,24
2021-05-14 08:00:07,12.2,17.914,100,22
2021-05-14 08:15:27,12.6,17.771,100,16
2021-05-14 08:30:46,12.6,17.565,100,21
2021-05-14 08:46:06,12.7,17.523,100,13
2021-05-14 09:01:26,12.9,17.515,100,49
2021-05-14 09:16:46,14.2,17.132,100,43
2021-05-14 09:32:05,14.8,16.955,100,44
2021-05-14 09:47:25,14.9,16.906,100,39
2021-05-14 10:02:45,15.3,16.781,100,29
2021-05-14 10:18:04,15.4,16.827,100,41
2021-05-14 10:20:38,15.4,16.851,100,38
2021-05-14 10:35:57,15,16.981,100,37
2021-05-14 10:51:17,15.1,17.041,100,15
2021-05-14 11:06:37,15.5,16.835,100,13
2021-05-14 12:07:56,15.5,16.588,100,37
2021-05-14 12:23:15,15.7,16.531,100,35
2021-05-14 12:38:35,15.3,16.519,100,37
2021-05-14 12:53:55,15.6,16.509,100,35
2021-05-14 12:54:10,15.6,16.509,100,35
2021-05-14 13:09:14,15.5,16.459,100,41
2021-05-14 13:09:30,15.5,16.459,100,41
2021-05-14 13:24:34,15.8,16.123,100,42
2021-05-14 13:39:54,16.9,15.946,100,38
2021-05-14 13:55:13,15.9,16.199,100,40
2021-05-14 14:25:53,15.9,16.154,100,41
2021-05-14 14:41:12,16.1,16.039,100,34
2021-05-14 14:56:32,15.8,16.087,100,36
2021-05-14 15:11:52,16.1,16.043,100,35
2021-05-14 15:27:12,16,16.049,100,42
2021-05-14 15:42:31,16.3,16.04,100,37
2021-05-14 15:57:51,19.8,15.527,100,52
2021-05-14 16:13:11,24.1,14.507,100,46
2021-05-14 16:28:30,22.2,14.606,100,28
2021-05-14 16:43:50,21.2,14.851,100,37
2021-05-14 16:59:10,21.2,14.877,100,34
2021-05-14 17:14:29,18.8,15.38,100,24
2021-05-14 17:45:09,15.9,15.925,100,10
2021-05-14 17:45:25,15.9,15.925,100,10
2021-05-14 18:00:28,15.8,16.019,100,11
2021-05-14 18:15:48,15.7,16.221,100,3
2021-05-14 18:31:08,15,16.778,100,6
2021-05-14 18:46:28,14,17.411,100,27
2021-05-14 19:01:47,14,17.138,100,44
2021-05-14 19:17:07,15,16.744,100,23
2021-05-15 06:00:53,7.2,19.928,100,46
2021-05-15 06:16:13,7.7,19.754,100,44
2021-05-15 06:31:33,7.5,19.697,100,57
2021-05-15 06:46:52,7.9,19.687,100,7
2021-05-15 06:47:08,7.9,19.687,100,7
2021-05-15 07:02:12,8,19.619,100,61
2021-05-15 07:32:51,8.4,19.367,100,13
2021-05-15 07:48:11,8.9,19.242,100,11
2021-05-15 08:03:31,9.1,19.147,100,19
2021-05-15 08:18:50,9.7,18.863,100,14
2021-05-15 08:34:10,9.6,18.819,100,62
2021-05-15 09:04:49,9.7,18.73,100,15
2021-05-15 09:20:09,9.9,18.611,100,20
2021-05-15 09:35:29,10,18.462,100,12
2021-05-15 09:50:48,9.7,18.404,100,11
2021-05-15 10:06:08,10,18.484,100,17
2021-05-15 10:21:28,10.2,18.294,100,14
2021-05-15 10:36:47,10.8,17.794,100,28
2021-05-15 10:52:07,11.9,17.274,100,38
2021-05-15 10:54:40,11.9,17.234,100,43
2021-05-15 11:10:00,12.2,17.137,100,22
2021-05-15 11:25:20,12.4,16.988,100,16
2021-05-15 11:40:39,13.1,16.735,100,46
2021-05-15 11:55:59,13.7,16.791,100,38
2021-05-15 11:56:15,13.7,16.791,100,38
2021-05-15 12:26:38,14.2,16.908,100,41
2021-05-15 12:41:58,14.6,16.792,100,41
2021-05-15 12:57:18,14.5,16.922,100,44
2021-05-15 13:12:38,15.5,16.426,100,34
2021-05-15 13:27:57,15.2,16.735,100,34
2021-05-15 14:13:57,11.1,18.604,100,35
2021-05-15 14:29:16,12,18.059,100,45
2021-05-15 14:44:36,13.3,17.382,100,52
2021-05-15 14:59:55,14.7,16.642,100,58
2021-05-15 15:15:15,16.2,16.017,100,49
2021-05-15 15:15:31,16.2,16.017,100,49
2021-05-15 15:30:35,16,15.768,100,26
2021-05-15 15:45:55,14.9,16.614,100,43
2021-05-15 16:01:14,15.3,16.662,100,51
2021-05-15 17:02:33,11.5,17.959,100,17
2021-05-15 17:17:53,11.6,17.996,100,33
2021-05-15 17:33:12,12.2,17.627,100,23
2021-05-16 07:20:54,9.1,18.281,100,16
2021-05-16 07:36:13,10.1,17.681,100,19
2021-05-16 07:51:33,10.1,17.639,100,19
2021-05-16 08:06:53,10.7,17.252,100,34
2021-05-16 08:22:12,11,17.169,100,26
2021-05-16 08:37:32,10.7,17.151,100,33
2021-05-16 08:52:52,10.7,17.148,100,35
2021-05-16 09:08:11,10.9,17.138,100,32
2021-05-16 09:23:31,11.3,16.968,100,38
2021-05-16 09:38:51,11.8,16.825,100,35
2021-05-16 09:54:10,11.8,16.849,100,29
2021-05-16 10:09:30,11.6,16.866,100,22
2021-05-16 10:24:49,11.8,16.892,100,24
2021-05-16 11:59:21,10,17.669,100,16
2021-05-16 13:00:39,11.5,17.153,100,44
2021-05-16 13:15:59,11.6,17.123,100,43
2021-05-16 13:31:19,12.3,17.016,100,49
2021-05-16 13:46:39,12.5,16.932,100,42
2021-05-16 14:01:58,12.6,16.958,100,41
2021-05-16 14:47:57,14.5,16.248,100,30
2021-05-16 15:03:17,14.5,16.225,100,34
2021-05-16 15:18:37,14.8,16.108,100,26
2021-05-16 15:33:56,14.9,16.152,100,29
2021-05-16 15:49:16,15.5,15.829,100,37
2021-05-16 16:04:36,15,15.615,100,55
2021-05-16 16:19:55,21.4,14.649,100,48
2021-05-16 16:35:15,20.7,14.712,100,26
2021-05-16 16:50:35,17.2,15.285,100,30
2021-05-16 17:05:55,15.3,15.675,100,21
2021-05-16 17:21:14,15.3,15.913,100,15
2021-05-16 18:07:13,11,17.885,100,24
2021-05-16 18:22:33,10.5,18.105,100,15
2021-05-16 18:37:53,10.3,18.167,100,11
2021-05-17 07:24:16,8.6,17.836,100,14
2021-05-17 07:39:35,9.4,17.453,100,19
2021-05-17 07:54:55,9.8,17.242,100,13
2021-05-17 08:25:34,10.1,16.811,100,14
2021-05-17 08:40:54,10.4,16.694,100,27
2021-05-17 08:56:14,11.3,16.293,100,37
2021-05-17 09:11:33,12.1,15.986,100,39
2021-05-17 09:26:53,12.3,15.92,100,36
2021-05-17 09:42:13,12.3,15.971,100,27
2021-05-17 09:57:32,12,15.996,100,31
2021-05-17 10:12:52,12.1,16.11,100,32
2021-05-17 10:28:12,12,16.123,100,38
2021-05-17 10:43:31,12.4,16.023,100,40
2021-05-17 10:58:51,13.1,15.802,100,39
2021-05-17 11:29:30,14.1,15.691,100,41
2021-05-17 11:44:50,14.2,15.795,100,39
2021-05-17 12:00:10,13.5,16.121,100,60
2021-05-17 12:02:43,13.3,16.282,100,62
2021-05-17 12:18:02,11.9,16.931,100,28
2021-05-17 12:33:22,11.6,16.946,100,18
2021-05-17 12:48:42,12,16.627,100,20
2021-05-17 13:04:01,12.9,16.193,100,19
2021-05-17 13:19:21,13.9,15.825,100,40
2021-05-17 13:19:37,13.9,15.825,100,40
2021-05-17 13:34:41,14.4,15.646,100,39
2021-05-17 13:50:00,14.3,15.667,100,45
2021-05-17 14:05:20,14.6,15.675,100,38
2021-05-17 14:20:40,14.7,15.61,100,39
2021-05-17 14:35:59,15.2,15.478,100,35
2021-05-17 15:06:39,15.4,15.271,100,43
2021-05-17 15:21:58,15.4,15.473,100,24
2021-05-17 15:37:18,14.8,15.948,100,35
2021-05-17 16:23:17,20.1,14.598,100,49
2021-05-17 16:23:33,20.1,14.598,100,49
2021-05-17 16:38:37,16.7,14.981,100,29
2021-05-17 16:53:56,15.3,15.373,100,31
2021-05-17 17:09:16,14.8,15.735,100,25
2021-05-17 17:24:36,14.3,16.029,100,3
2021-05-17 17:39:55,13.2,16.327,100,13
2021-05-17 17:55:15,12.5,16.554,100,33
2021-05-17 18:10:35,13.5,16.044,100,37
2021-05-17 18:25:54,14.2,15.872,100,32
2021-05-17 19:11:54,12.9,16.168,100,35
2021-05-17 19:27:13,12.5,16.323,100,5
2021-05-17 19:57:53,12.1,16.527,100,49
2021-05-17 20:13:12,11.6,16.662,100,49
2021-05-17 20:28:32,11.5,16.766,100,44
2021-05-17 20:43:52,11.2,16.795,100,48
2021-05-17 20:59:12,10.8,16.87,100,3
2021-05-17 21:14:31,10.4,17.086,100,46
2021-05-17 21:29:51,10.1,17.141,100,12
2021-05-17 21:45:11,10.1,17.162,100,0
2021-05-17 22:00:30,10.1,17.182,100,0
2021-05-17 22:15:50,9.9,17.209,100,0
2021-05-17 22:31:10,9.8,17.327,100,0
2021-05-17 22:46:29,9.8,17.387,100,0
2021-05-17 23:01:49,9.6,17.467,100,0
2021-05-17 23:17:09,9.6,17.458,100,0
2021-05-17 23:47:48,9.7,17.391,100,0
2021-05-18 00:03:08,9.5,17.436,100,0
2021-05-18 00:18:27,9.6,17.328,100,0
2021-05-18 00:49:07,9.5,17.246,100,0
2021-05-18 01:04:27,9.7,17.211,100,0
2021-05-18 01:19:46,9.4,17.309,100,0
2021-05-18 01:35:06,9.2,17.428,100,0
2021-05-18 01:50:26,8.8,17.593,100,0
2021-05-18 02:05:45,8.2,17.744,100,0
2021-05-18 02:36:24,7.2,17.947,100,0
2021-05-18 02:51:44,7,18.006,100,0
2021-05-18 03:22:23,6.3,18.176,100,0
2021-05-18 03:37:43,6.3,18.181,100,0
2021-05-18 03:53:03,6.4,18.218,100,0
2021-05-18 04:08:22,6.5,18.122,100,0
2021-05-18 04:23:42,6.9,17.973,100,0
2021-05-18 04:39:02,6.7,17.953,100,0
2021-05-18 04:54:21,7.1,17.815,100,0
2021-05-18 05:25:01,7,17.812,100,12
2021-05-18 05:40:20,7.3,17.766,100,21
2021-05-18 05:55:40,7,17.76,100,21
2021-05-18 06:11:00,6.9,17.758,100,26
2021-05-18 06:26:19,7,17.717,100,55
2021-05-18 06:41:39,7.3,17.532,100,51
2021-05-18 06:56:59,7.9,17.429,100,14
2021-05-18 07:12:18,8.3,17.197,100,20
2021-05-18 07:27:38,9.6,16.701,100,17
2021-05-18 07:58:17,10.5,16.068,100,15
2021-05-18 08:13:37,10.4,16.099,100,19
2021-05-18 08:28:57,11,15.885,100,22
2021-05-18 08:44:16,11.3,15.763,100,23
2021-05-18 08:59:36,12.3,15.373,100,38
2021-05-18 09:14:56,13,15.167,100,36
2021-05-18 09:30:16,13.5,14.965,100,41
2021-05-18 09:45:35,13.1,15.073,100,35
2021-05-18 10:00:55,12.9,15.381,100,48
2021-05-18 10:16:15,13.1,15.511,100,41
2021-05-18 10:31:34,12.8,15.617,100,32
2021-05-18 10:31:50,12.8,15.617,100,32
2021-05-18 10:46:54,12.7,15.899,100,38
2021-05-18 11:02:14,12.5,16.085,100,34
2021-05-18 11:17:33,12.3,16.289,100,31
2021-05-18 11:32:53,12,16.475,100,45
2021-05-18 11:48:13,11.6,16.591,100,30
2021-05-18 12:03:32,11.2,16.719,100,41
2021-05-18 12:18:52,11.8,16.439,100,42
2021-05-18 12:34:11,12.4,16.116,100,47
2021-05-18 12:36:45,12.5,16.083,100,41
2021-05-18 12:52:04,12.5,16.126,100,40
2021-05-18 12:52:20,12.5,16.126,100,40
2021-05-18 13:07:24,12.9,16.012,100,44
2021-05-18 13:22:44,13.7,15.819,100,47
2021-05-18 13:38:03,14.9,15.418,100,45
2021-05-18 14:08:43,13.2,16.29,100,15
2021-05-18 14:24:02,10.8,17.234,100,18
2021-05-18 14:39:22,10,17.578,100,39
2021-05-18 14:54:42,10.4,17.228,100,46
2021-05-18 15:10:01,11.4,16.747,100,42
2021-05-18 15:25:21,11.8,16.412,100,43
2021-05-18 15:40:41,12.2,16.248,100,44
2021-05-18 15:56:00,12,16.273,100,18
2021-05-18 16:11:20,11.5,16.42,100,43
2021-05-18 16:26:39,13.6,15.577,100,50
2021-05-18 16:41:59,15,15.049,100,53
2021-05-18 16:57:19,15.3,14.753,100,36
2021-05-18 17:12:39,15.1,14.243,100,48
2021-05-18 17:27:58,16.1,14.067,100,46
2021-05-18 17:43:18,17.2,13.954,100,50
2021-05-18 17:58:38,15.9,14.061,100,50
2021-05-18 18:13:57,15.3,14.471,100,20
2021-05-19 05:13:02,4.4,19.113,100,22
2021-05-19 05:13:18,4.4,19.113,100,22
2021-05-19 05:28:21,4.7,18.679,100,59
2021-05-19 05:59:00,4.7,18.684,100,10
2021-05-19 06:14:20,5,18.52,100,14
2021-05-19 06:29:40,5.1,18.308,100,11
2021-05-19 06:44:59,5.2,18.036,100,12
2021-05-19 07:15:38,5.8,17.709,100,17
2021-05-19 07:30:58,6.2,17.526,100,10
2021-05-19 07:46:18,6.3,17.468,100,5
2021-05-19 08:01:37,6.2,17.466,100,55
2021-05-19 08:16:57,5.9,17.487,100,48
2021-05-19 08:32:17,5.7,17.56,100,61
2021-05-19 08:47:36,5.8,17.518,100,10
2021-05-19 09:02:56,5.8,17.374,100,12
2021-05-19 09:18:16,6.5,17.31,100,12
2021-05-19 10:04:15,9,16.503,100,22
2021-05-19 10:34:54,9.7,16.15,100,20
2021-05-19 10:50:13,9.9,15.941,100,15
2021-05-19 11:05:33,10.6,15.539,100,41
2021-05-19 11:20:53,11.5,15.277,100,34
2021-05-19 11:36:12,12.2,14.926,100,23
2021-05-19 11:51:32,12.2,14.834,100,26
2021-05-19 12:06:52,12.2,14.954,100,15
2021-05-19 12:22:12,13,14.788,100,22
2021-05-19 12:37:31,13.4,14.798,100,15
2021-05-19 12:52:51,13.5,14.802,100,15
2021-05-19 13:08:11,14.5,14.607,100,31
2021-05-19 13:10:44,14.3,14.679,100,38
2021-05-19 13:26:04,14.5,14.714,100,49
2021-05-19 13:41:23,15.1,14.593,100,48
2021-05-19 13:56:43,15.1,14.452,100,42
2021-05-19 14:12:03,15.1,14.363,100,40
2021-05-19 14:27:22,15.3,14.377,100,42
2021-05-19 14:42:42,15.7,14.289,100,44
2021-05-19 14:58:02,18.3,13.866,100,48
2021-05-19 14:58:18,18.3,13.866,100,48
2021-05-19 15:13:21,16.9,14.109,100,31
2021-05-19 15:28:41,15.2,14.651,100,39
2021-05-19 15:44:01,16.3,14.278,100,44
2021-05-19 15:59:21,18.7,13.879,100,52
2021-05-19 16:14:40,20.4,13.579,100,44
2021-05-19 16:30:00,19.2,13.937,100,35
2021-05-19 16:45:20,15.4,14.452,100,39
2021-05-19 17:00:39,15.2,14.61,100,34
2021-05-19 17:15:59,15,14.661,100,36
2021-05-19 17:31:19,15,14.582,100,29
2021-05-19 17:31:34,15,14.582,100,29
2021-05-19 17:46:38,15.3,14.371,100,47
2021-05-19 18:01:59,19.1,13.64,100,31
2021-05-19 18:17:18,16.3,14.238,100,25
2021-05-19 18:32:37,14.9,14.643,100,9
2021-05-19 18:47:57,15,14.91,100,0
2021-05-19 19:03:17,14.6,15.149,100,32
2021-05-19 19:18:36,13,15.671,100,33
2021-05-19 19:33:56,12,16.156,100,30
2021-05-19 19:49:16,11.3,16.46,100,26
2021-05-19 20:04:36,10.1,16.923,100,58
2021-05-20 09:52:17,14.2,14.598,100,41
2021-05-20 09:52:33,14.2,14.598,100,41
2021-05-20 10:07:37,14,14.733,100,50
2021-05-20 10:22:57,14.1,14.822,100,29
2021-05-20 10:38:16,13.7,15.057,100,43
2021-05-20 10:53:36,13.9,15.146,100,39
2021-05-20 11:08:55,13.4,15.248,100,32
2021-05-20 11:24:15,14.1,14.953,100,37
2021-05-20 11:39:35,14.1,15.097,100,42
2021-05-20 11:54:54,14.3,15.027,100,44
2021-05-20 12:10:14,14.5,14.865,100,18
2021-05-20 12:25:34,14.7,14.753,100,26
2021-05-20 12:25:49,14.7,14.753,100,26
2021-05-20 12:40:54,15,14.546,100,35
2021-05-20 12:56:13,15.1,14.402,100,32
2021-05-20 13:11:33,15.1,14.119,100,37
2021-05-20 13:26:53,15,14.119,100,39
2021-05-20 13:42:12,15.1,14.272,100,36
2021-05-20 13:44:46,15,14.232,100,42
2021-05-20 14:00:05,15.1,14.281,100,29
2021-05-20 14:15:25,15,14.414,100,38
2021-05-20 14:30:45,15.1,14.096,100,28
2021-05-20 14:46:04,15.1,14.26,100,38
2021-05-20 14:46:20,15.1,14.26,100,38
2021-05-20 15:01:24,14.9,13.972,100,44
2021-05-20 15:16:44,17.3,13.34,100,46
2021-05-20 15:32:03,19.8,12.827,100,45
2021-05-20 15:47:23,20.5,12.726,100,30
2021-05-20 16:02:43,18.9,13.042,100,51
2021-05-20 16:18:03,21.4,12.634,100,46
2021-05-20 16:33:22,21.1,12.724,100,35
2021-05-20 16:48:42,20.2,12.96,100,30
2021-05-20 17:04:02,18.7,13.207,100,42
2021-05-20 17:19:21,18.5,13.259,100,34
2021-05-20 17:34:41,17.5,13.42,100,31
2021-05-20 18:05:20,16.5,13.639,100,28
2021-05-20 18:20:40,15.5,13.711,100,26
2021-05-20 18:36:00,15.2,13.756,100,28
2021-05-20 18:51:20,15,13.847,100,23
2021-05-20 19:06:39,15,13.958,100,14
2021-05-20 19:21:59,14.9,14.035,100,10
2021-05-20 19:37:19,15,14.073,100,9
2021-05-20 21:09:17,14,14.351,100,47
2021-05-20 21:09:33,14,14.351,100,47
2021-05-20 21:24:37,14,14.397,100,14
2021-05-20 21:39:56,13.6,14.438,100,3
2021-05-20 21:55:16,13.6,14.448,100,0
2021-05-20 22:10:36,13.2,14.514,100,0
2021-05-20 22:25:55,12.9,14.58,100,0
2021-05-20 22:41:15,12.9,14.601,100,0
2021-05-20 22:56:35,12.8,14.595,100,0
2021-05-20 23:11:55,12.6,14.618,100,0
2021-05-20 23:27:14,12.7,14.55,100,0
2021-05-20 23:42:34,12.5,14.525,100,0
2021-05-20 23:42:49,12.5,14.525,100,0
2021-05-20 23:57:54,12.5,14.53,100,0
2021-05-21 00:13:13,12.4,14.499,100,0
2021-05-21 00:28:33,12.2,14.523,100,0
2021-05-21 00:59:12,12.1,14.553,100,0
2021-05-21 01:14:32,12,14.593,100,0
2021-05-21 01:29:51,12,14.575,100,0
2021-05-21 01:45:11,11.8,14.649,100,0
2021-05-21 02:00:31,11.6,14.698,100,0
2021-05-21 02:15:51,11.5,14.666,100,0
2021-05-21 02:31:10,11.5,14.691,100,0
2021-05-21 02:46:30,11.3,14.697,100,0
2021-05-21 03:01:49,11.4,14.68,100,0
2021-05-21 03:32:29,11,14.678,100,0
2021-05-21 03:32:44,11,14.678,100,0
2021-05-21 03:47:48,11,14.689,100,0
2021-05-21 04:03:08,11,14.691,100,0
2021-05-21 04:18:28,10.9,14.709,100,0
2021-05-21 04:33:47,10.8,14.704,100,0
2021-05-21 04:49:07,10.8,14.651,100,0
2021-05-21 05:04:27,10.8,14.648,100,5
2021-05-21 05:19:47,10.7,14.676,100,50
2021-05-21 05:35:06,10.6,14.694,100,59
2021-05-21 06:05:45,10.7,14.574,100,44
2021-05-21 06:21:05,10.7,14.524,100,58
2021-05-21 06:36:25,10.9,14.495,100,11
2021-05-21 06:51:44,11.1,14.397,100,16
2021-05-21 07:07:04,11.5,14.274,100,13
2021-05-21 07:22:23,11.7,14.123,100,26
2021-05-21 07:37:43,12.1,13.97,100,20
2021-05-21 07:53:03,12.5,13.845,100,35
2021-05-21 08:08:22,13.4,13.602,100,22
2021-05-21 08:23:42,14.3,13.42,100,24
2021-05-21 08:54:21,14.4,13.532,100,28
2021-05-21 09:09:41,14.3,13.732,100,17
2021-05-21 09:40:21,14.4,14.076,100,33
2021-05-21 09:40:36,14.4,14.076,100,33
2021-05-21 09:55:40,14.3,14.012,100,13
2021-05-21 10:26:20,14.5,14.025,100,26
2021-05-21 10:41:39,14.7,13.991,100,24
2021-05-21 10:56:59,14.8,13.803,100,28
2021-05-21 11:12:19,14.7,13.885,100,13
2021-05-21 11:27:39,15,13.729,100,34
2021-05-21 11:42:59,15,13.864,100,34
2021-05-21 11:58:18,14.7,13.77,100,43
2021-05-21 12:13:38,14.8,13.551,100,38
2021-05-21 12:28:58,15,13.381,100,37
2021-05-21 12:59:37,15,13.487,100,36
2021-05-21 13:14:57,15.1,13.7,100,37
2021-05-21 13:30:16,15,13.426,100,34
2021-05-21 13:45:36,15.2,13.452,100,41
2021-05-21 17:12:18,20.7,12.381,100,51
2021-05-21 17:22:46,20.9,12.239,100,29
2021-05-21 17:53:25,20.8,12.181,100,23
2021-05-21 18:39:24,18.7,12.783,100,44
2021-05-21 18:54:44,19.1,12.541,100,34
2021-05-21 22:14:00,11.4,14.928,100,0
2021-05-21 22:29:20,10.8,15.2,100,0
2021-05-21 22:44:40,10.2,15.322,100,0
2021-05-21 22:44:56,10.2,15.322,100,0
2021-05-21 22:59:59,10.2,15.332,100,0
2021-05-22 01:33:18,8.4,15.559,100,0
2021-05-22 01:48:36,8.2,15.597,100,0
2021-05-22 05:07:52,6.5,15.436,100,14
2021-05-22 05:23:12,6.3,15.444,100,42
2021-05-22 05:38:31,6.6,15.365,100,6
2021-05-22 05:53:51,6.6,15.287,100,61
2021-05-22 13:49:01,12.9,13.013,100,36
2021-05-22 16:24:53,14.9,12.777,100,53
2021-05-22 16:40:12,16.8,12.383,100,47
2021-05-22 16:55:32,18.5,12.281,100,26
2021-05-22 17:56:51,14.6,13.35,100,13
2021-05-22 18:12:11,13.4,13.789,100,32
2021-05-22 18:27:30,12.9,13.947,100,17
2021-05-22 18:42:50,12.6,14.094,100,0
2021-05-22 18:58:10,11.9,14.318,100,20
2021-05-22 22:32:46,8.9,14.636,100,0
2021-05-23 00:35:24,8,14.596,100,0
2021-05-23 01:06:03,7.8,14.644,100,0
2021-05-23 01:36:43,6.8,14.687,100,0
2021-05-23 01:36:58,6.8,14.687,100,0
2021-05-23 01:52:02,6.8,14.656,100,0
2021-05-23 02:38:01,6.6,14.662,100,0
2021-05-23 02:53:21,6.5,14.601,100,0
2021-05-23 05:57:17,6.5,14.346,100,11
2021-05-23 06:12:38,6.7,14.263,100,60
2021-05-23 06:27:57,6.9,14.235,100,50
2021-05-23 06:43:17,6.9,14.146,100,8
2021-05-23 06:58:36,7.2,14.13,100,10
2021-05-23 07:13:56,7.6,14.001,100,10
2021-05-23 07:29:16,8,13.932,100,50
2021-05-23 07:44:36,8.3,13.827,100,12
2021-05-23 07:59:55,8.7,13.688,100,12
2021-05-23 09:01:15,9.8,13.067,100,47
2021-05-23 09:16:35,11.1,12.66,100,38
2021-05-23 09:31:54,11.2,12.617,100,29
2021-05-23 09:47:13,12,12.357,100,47
2021-05-23 12:05:11,14.2,12.728,100,44
2021-05-23 12:20:31,14.4,12.664,100,42
2021-05-23 12:35:50,14.5,12.84,100,39
2021-05-23 12:51:10,14.5,12.945,100,40
2021-05-23 14:23:09,14.7,12.948,100,34
2021-05-23 14:38:28,14.5,13.041,100,24
2021-05-23 14:53:48,14.7,12.983,100,40
2021-05-23 18:30:59,14.6,12.465,100,20
2021-05-23 18:46:18,14.8,12.579,100,29
2021-05-23 19:47:36,14.4,12.736,100,16
2021-05-23 23:22:12,10.9,13.538,100,0
