"datetime","temp_in_degrees_c","magnitude_in_kohm","battery_in_percent","solar_in_percent"
2021-05-15 12:12:56,13.9,8.833,90,10
2021-05-15 12:13:12,13.9,8.833,90,10
2021-05-15 12:43:46,16.7,8.479,91,12
2021-05-15 12:59:10,16.2,8.483,92,43
2021-05-15 13:14:35,17.6,8.371,91,14
2021-05-15 14:16:14,11.1,9.32,91,13
2021-05-15 14:31:39,12.3,9.18,92,11
2021-05-15 14:47:04,14.1,8.94,93,38
2021-05-15 15:02:28,16.3,8.671,93,22
2021-05-15 15:17:53,16.7,8.567,93,18
2021-05-15 15:33:18,16.6,8.492,92,10
2021-05-15 15:48:43,14.5,8.709,93,10
2021-05-15 15:48:58,14.5,8.709,93,10
2021-05-15 16:04:08,14.9,8.74,93,10
2021-05-15 17:05:47,11.6,9.258,93,10
2021-05-15 17:21:12,11.5,9.227,93,16
2021-05-15 17:36:36,12.6,9.109,93,11
2021-05-16 07:44:25,9.4,9.233,92,8
2021-05-16 07:59:50,9.8,9.186,93,9
2021-05-16 08:15:15,10.2,9.109,92,11
2021-05-16 08:30:40,10,9.057,93,10
2021-05-16 08:46:05,10.2,9.037,92,9
2021-05-16 09:01:30,10.3,8.981,93,11
2021-05-16 09:01:45,10.3,8.981,93,11
2021-05-16 09:16:55,10.7,8.929,93,10
2021-05-16 09:32:19,10.9,8.892,93,13
2021-05-16 09:47:44,11.1,8.822,93,13
2021-05-16 10:03:09,11.2,8.807,93,10
2021-05-16 10:18:34,11.1,8.791,93,9
2021-05-16 10:33:59,10.9,8.814,93,9
2021-05-16 11:51:03,10,8.95,93,11
2021-05-16 12:06:28,10.7,13.761,94,46
2021-05-16 12:09:02,10.9,8.857,94,26
2021-05-16 12:24:27,12,8.671,94,12
2021-05-16 12:39:52,12.8,8.536,94,11
2021-05-16 12:55:17,12.1,8.569,94,10
2021-05-16 13:10:42,12.6,8.578,95,17
2021-05-16 13:26:06,13.1,8.488,95,18
2021-05-16 13:41:31,13.3,8.539,96,28
2021-05-16 13:56:56,13.9,8.546,95,11
2021-05-16 14:12:21,14.5,8.531,96,16
2021-05-16 14:27:46,14.6,8.565,96,16
2021-05-16 14:58:36,15.3,8.426,96,28
2021-05-16 15:14:00,14.9,8.429,97,28
2021-05-16 15:29:25,14.7,8.437,96,31
2021-05-16 15:44:50,15.3,8.425,97,17
2021-05-16 16:15:40,17,8.275,97,45
2021-05-16 16:31:05,17.9,8.26,96,18
2021-05-16 16:46:29,17.1,8.278,97,19
2021-05-16 16:46:51,17.1,8.278,97,19
2021-05-16 17:01:54,16.2,8.384,97,10
2021-05-16 17:17:19,15.3,8.834,96,15
2021-05-16 18:18:58,11,9.055,97,13
2021-05-16 18:34:23,10.8,9.102,97,10
2021-05-17 07:25:12,8.7,11.999,96,9
2021-05-17 07:40:37,9.1,9.095,96,10
2021-05-17 07:56:02,9.4,9.04,96,13
2021-05-17 08:11:27,9.8,8.948,96,11
2021-05-17 08:26:52,10,8.918,96,10
2021-05-17 08:42:17,10.4,8.86,96,11
2021-05-17 08:42:39,10.4,8.86,96,11
2021-05-17 08:57:42,10.9,9.689,96,14
2021-05-17 09:28:32,11.5,8.605,97,14
2021-05-17 09:43:57,11.9,8.582,97,22
2021-05-17 09:59:22,11.4,8.573,96,16
2021-05-17 10:14:46,11.5,8.521,96,19
2021-05-17 10:30:11,11.4,8.528,97,25
2021-05-17 10:45:36,11.8,8.498,97,28
2021-05-17 11:01:01,12.8,8.388,97,16
2021-05-17 11:16:26,12.7,8.372,97,29
2021-05-17 11:31:51,13.8,8.262,97,31
2021-05-17 11:47:16,13.6,8.308,97,28
2021-05-17 12:02:41,13,8.306,97,8
2021-05-17 12:18:06,11.4,9.011,97,11
2021-05-17 12:33:31,11.5,9.045,97,15
2021-05-17 12:48:56,11.8,8.516,98,19
2021-05-17 12:51:30,11.9,8.5,98,42
2021-05-17 13:06:55,13.6,8.335,99,31
2021-05-17 13:22:19,15.2,8.244,98,24
2021-05-17 13:37:44,15.1,8.794,99,37
2021-05-17 13:53:09,15.2,8.066,98,39
2021-05-17 13:53:25,15.2,8.066,98,39
2021-05-17 14:08:34,14.9,8.07,100,25
2021-05-17 14:24:00,15.5,8.042,100,44
2021-05-17 14:54:49,17.8,7.929,100,22
2021-05-17 15:10:13,17.3,10.251,100,47
2021-05-17 15:25:38,16.3,10.078,100,16
2021-05-17 15:41:03,15,8.153,100,18
2021-05-17 15:56:28,14,13.583,100,48
2021-05-17 16:11:53,15.5,14.082,100,22
2021-05-17 16:27:18,16.7,8.201,100,15
2021-05-17 16:42:43,15.5,8.337,100,31
2021-05-17 17:13:33,14.8,12.906,100,15
2021-05-17 17:13:48,14.8,12.906,100,15
2021-05-17 17:28:58,14.3,8.683,100,1
2021-05-17 17:44:23,12.9,11.153,100,12
2021-05-17 17:59:48,12.4,104.291,100,26
2021-05-17 18:15:13,13.4,120.195,100,38
2021-05-17 18:30:38,14,92.439,100,26
2021-05-17 18:46:03,13.3,221.88,100,62
2021-05-17 19:01:28,12.4,342.335,100,29
2021-05-17 19:16:53,12.8,568.093,100,12
2021-05-17 19:32:18,12.2,480.792,100,18
2021-05-17 19:47:43,12.3,588.647,100,11
2021-05-17 19:47:59,12.3,588.647,100,11
2021-05-17 20:03:08,12.1,652.165,100,0
2021-05-17 20:18:33,11.8,776.774,100,19
2021-05-17 20:33:58,11.6,821.828,100,62
2021-05-17 20:49:24,11.3,1120.826,100,43
2021-05-17 22:06:28,10.4,992.813,100,0
2021-05-17 22:21:53,10.4,1001.659,100,0
2021-05-18 00:25:13,9.8,1697.81,100,0
2021-05-18 00:40:38,9.7,1993.953,100,0
2021-05-18 00:56:03,9.9,1043.973,100,0
2021-05-18 01:11:28,9.8,1167.873,100,0
2021-05-18 01:11:45,9.8,1167.873,100,0
2021-05-18 01:26:53,9.6,1921.393,99,0
2021-05-18 01:42:18,9.3,1776.544,100,0
2021-05-18 01:57:43,9,1390.667,100,0
2021-05-18 02:59:24,8.1,1811.243,100,0
2021-05-18 03:14:49,8,1498.307,100,0
2021-05-18 03:30:14,8.1,1434.984,100,0
2021-05-18 03:45:39,7.9,1451.447,100,0
2021-05-18 04:01:04,7.8,1352.877,100,0
2021-05-18 04:16:29,8.1,1165.673,100,0
2021-05-18 04:31:54,8.2,947.727,99,0
2021-05-18 04:47:19,8.4,883.299,99,0
2021-05-18 05:02:44,8.2,637.066,99,0
2021-05-18 05:18:09,7.9,901.758,100,7
2021-05-18 05:33:34,8.1,910.581,100,28
2021-05-18 05:48:59,8.2,648.062,100,28
2021-05-18 06:04:24,8,619.001,100,29
2021-05-18 06:19:49,7.8,440.768,100,26
2021-05-18 06:35:14,7.9,586.414,100,63
2021-05-18 06:50:40,8.2,393.789,100,9
2021-05-18 07:06:04,8.3,382.212,100,11
2021-05-18 07:06:20,8.3,382.212,100,11
2021-05-18 07:21:30,8.5,585.282,100,29
2021-05-18 07:21:45,8.5,585.282,100,29
2021-05-18 07:36:54,9.2,447.178,100,27
2021-05-18 07:52:20,9.6,359.473,100,13
2021-05-18 08:07:44,9.6,340.661,100,15
2021-05-18 08:23:10,9.7,349.776,100,24
2021-05-18 08:38:35,10.3,406.98,100,20
2021-05-18 08:54:00,10.5,311.639,100,24
2021-05-18 09:09:25,11,294.387,100,17
2021-05-18 09:24:50,11.4,340.325,100,17
2021-05-18 09:40:15,11.7,796.328,100,14
2021-05-18 09:55:39,11.4,724.152,100,34
2021-05-18 10:41:54,12.3,1028.181,100,28
2021-05-18 10:57:20,12.3,1432.268,100,29
2021-05-18 11:12:44,12.1,1346.762,100,20
2021-05-18 11:28:09,11.3,951.779,100,26
2021-05-18 11:58:59,10.8,1048.744,100,32
2021-05-18 15:37:24,12.6,1497.891,100,41
2021-05-18 15:52:49,12.8,1220.252,100,17
2021-05-19 05:45:23,6.3,1010.994,100,51
2021-05-19 05:45:39,6.3,1010.994,100,51
2021-05-19 06:00:48,6.5,1052.779,100,11
2021-05-19 06:16:14,6.9,1528.962,100,12
2021-05-19 08:04:10,7.5,947.465,100,62
2021-05-19 08:19:35,7.4,974.737,100,59
2021-05-19 08:35:00,7.2,981.794,100,9
2021-05-19 08:50:25,7.2,946.522,100,13
2021-05-19 09:05:50,7.4,916.584,100,11
2021-05-19 09:21:16,7.4,890.539,100,12
2021-05-19 09:36:40,7.8,850.897,100,23
2021-05-19 11:09:11,10.7,1766.695,100,40
2021-05-19 11:40:01,11.8,1519.815,100,43
2021-05-19 12:41:42,13.4,1875.602,100,38
